bed_chr	bed_start	bed_end	id	len	size	gap_count	shift_count	hamming_ingroup_incl_gaps	hamming_outgroup_incl_gaps	hamming_in_out_incl_gaps	hamming_ingroup_excl_gaps	hamming_outgroup_excl_gaps	hamming_in_out_excl_gaps	table_browser	shift_count_rel	hamming_in_out_excl_gaps_scl	shift_count_rel_scl	norm2_scl	coding
chr1	25063454	25063504	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_25063454_25063504.maf	50	50	0	3	0	0.06	0.0424264066489858	0	0.06	0.0424264066489858	chr1:25063454-25063504	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	28567738	28567788	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_28567738_28567788.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:28567738-28567788	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	29102900	29102950	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_29102900_29102950.maf	50	50	0	3	0.04	0.16	0.0848528132979716	0.04	0.16	0.0848528132979716	chr1:29102900-29102950	0.06	0.21630111099771	0.132214634146341	0.253509132185202	TRUE
chr1	29693754	29693804	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_29693754_29693804.maf	50	50	0	3	0.02	0.12	0.0707106751141316	0.02	0.12	0.0707106751141316	chr1:29693754-29693804	0.06	0.178844905324614	0.132214634146341	0.222410003468866	TRUE
chr1	33169742	33169792	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_33169742_33169792.maf	50	50	0	3	0.02	0.08	0.0424264066489858	0.02	0.08	0.0424264066489858	chr1:33169742-33169792	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	38291680	38291730	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_38291680_38291730.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr1:38291680-38291730	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	39694488	39694538	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_39694488_39694538.maf	50	50	0	3	0.02	0.06	0.0282842710993239	0.02	0.06	0.0282842710993239	chr1:39694488-39694538	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	44030213	44030263	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_44030213_44030263.maf	50	50	0	3	0.04	0.1	0.0424264092831639	0.04	0.1	0.0424264092831639	chr1:44030213-44030263	0.06	0.103932521885466	0.132214634146341	0.168174547978949	TRUE
chr1	44430462	44430512	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_44430462_44430512.maf	50	50	0	3	0.04	0.06	0.0141421355496619	0.04	0.06	0.0141421355496619	chr1:44430462-44430512	0.06	0.0290201175160363	0.132214634146341	0.135362020903559	TRUE
chr1	47829522	47829572	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_47829522_47829572.maf	50	50	0	3	0.06	0.1	0.0282842737335019	0.06	0.1	0.0282842737335019	chr1:47829522-47829572	0.06	0.0664763231891318	0.132214634146341	0.147985847388177	TRUE
chr1	47845555	47845605	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_47845555_47845605.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr1:47845555-47845605	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr1	50937704	50937754	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_50937704_50937754.maf	50	50	0	3	0.02	0.16	0.0989949514818116	0.02	0.16	0.0989949514818116	chr1:50937704-50937754	0.06	0.253757316670805	0.132214634146341	0.286135431651549	TRUE
chr1	51805569	51805619	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_51805569_51805619.maf	50	50	0	3	0.1	0.16	0.0424264040148077	0.1	0.16	0.0424264040148077	chr1:51805569-51805619	0.06	0.103932507931945	0.132214634146341	0.168174539355619	TRUE
chr1	59559396	59559446	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_59559396_59559446.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr1:59559396-59559446	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr1	60963630	60963680	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_60963630_60963680.maf	50	50	0	3	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr1:60963630-60963680	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	63104877	63104927	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_63104877_63104927.maf	50	50	0	3	0.04	0.14	0.0707106803824877	0.04	0.14	0.0707106803824877	chr1:63104877-63104927	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr1	66162367	66162417	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_66162367_66162417.maf	50	50	0	3	0.02	0.08	0.0424264066489858	0.02	0.08	0.0424264066489858	chr1:66162367-66162417	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	78009085	78009135	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_78009085_78009135.maf	50	50	0	3	0.04	0.16	0.0848528132979716	0.04	0.16	0.0848528132979716	chr1:78009085-78009135	0.06	0.21630111099771	0.132214634146341	0.253509132185202	TRUE
chr1	81033169	81033219	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_81033169_81033219.maf	50	50	0	3	0.02	0.18	0.113137094934008	0.02	0.18	0.113137094934008	chr1:81033169-81033219	0.06	0.291213536297422	0.132214634146341	0.319821877308762	TRUE
chr1	82901772	82901822	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_82901772_82901822.maf	50	50	0	3	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr1:82901772-82901822	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	84709686	84709736	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_84709686_84709736.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:84709686-84709736	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	93080857	93080907	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_93080857_93080907.maf	50	50	0	3	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr1:93080857-93080907	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	111056145	111056195	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_111056145_111056195.maf	50	50	0	3	0.02	0.06	0.0282842710993239	0.02	0.06	0.0282842710993239	chr1:111056145-111056195	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	119524450	119524500	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_119524450_119524500.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr1:119524450-119524500	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr1	121599227	121599277	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_121599227_121599277.maf	50	50	0	3	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr1:121599227-121599277	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	127164649	127164699	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_127164649_127164699.maf	50	50	0	3	0.02	0.14	0.0848528185663277	0.02	0.14	0.0848528185663277	chr1:127164649-127164699	0.06	0.216301124951231	0.132214634146341	0.253509144090739	TRUE
chr1	133236634	133236684	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_133236634_133236684.maf	50	50	0	3	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr1:133236634-133236684	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	135306621	135306671	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_135306621_135306671.maf	50	50	0	3	0.04	0.1	0.0424264092831639	0.04	0.1	0.0424264092831639	chr1:135306621-135306671	0.06	0.103932521885466	0.132214634146341	0.168174547978949	TRUE
chr1	138698962	138699012	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_138698962_138699012.maf	50	50	0	3	0.04	0.1	0.0424264092831639	0.04	0.1	0.0424264092831639	chr1:138698962-138699012	0.06	0.103932521885466	0.132214634146341	0.168174547978949	TRUE
chr1	144788727	144788777	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_144788727_144788777.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:144788727-144788777	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	158231295	158231345	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_158231295_158231345.maf	50	50	0	3	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr1:158231295-158231345	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	163532355	163532405	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_163532355_163532405.maf	50	50	0	3	0.08	0.16	0.0565685421986477	0.08	0.16	0.0565685421986477	chr1:163532355-163532405	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	170604540	170604590	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_170604540_170604590.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr1:170604540-170604590	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr1	171958312	171958362	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_171958312_171958362.maf	50	50	0	3	0.08	0.16	0.0565685421986477	0.08	0.16	0.0565685421986477	chr1:171958312-171958362	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr1	174400224	174400274	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_174400224_174400274.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:174400224-174400274	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	174449887	174449937	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_174449887_174449937.maf	50	50	0	3	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr1:174449887-174449937	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr1	176493973	176494023	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_176493973_176494023.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:176493973-176494023	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	176494023	176494073	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_176494023_176494073.maf	50	50	0	3	0.06	0.1	0.0282842737335019	0.06	0.1	0.0282842737335019	chr1:176494023-176494073	0.06	0.0664763231891318	0.132214634146341	0.147985847388177	TRUE
chr1	180107586	180107636	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_180107586_180107636.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr1:180107586-180107636	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr1	183991716	183991766	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr1/chr1_50_acc_183991716_183991766.maf	50	50	0	3	0.06	0.1	0.0282842737335019	0.06	0.1	0.0282842737335019	chr1:183991716-183991766	0.06	0.0664763231891318	0.132214634146341	0.147985847388177	TRUE
chr10	7881941	7881991	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr10/chr10_50_acc_7881941_7881991.maf	50	50	0	3	0.06	0.18	0.0848528185663277	0.06	0.18	0.0848528185663277	chr10:7881941-7881991	0.06	0.216301124951231	0.132214634146341	0.253509144090739	TRUE
chr12	1111676	1111726	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_1111676_1111726.maf	50	50	0	3	0.02	0.08	0.0424264066489858	0.02	0.08	0.0424264066489858	chr12:1111676-1111726	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr12	2863807	2863857	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_2863807_2863857.maf	50	50	0	3	0.02	0.12	0.0707106751141316	0.02	0.12	0.0707106751141316	chr12:2863807-2863857	0.06	0.178844905324614	0.132214634146341	0.222410003468866	TRUE
chr12	7552528	7552578	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_7552528_7552578.maf	50	50	0	3	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr12:7552528-7552578	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr12	9195012	9195062	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_9195012_9195062.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr12:9195012-9195062	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr12	9325925	9325975	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_9325925_9325975.maf	50	50	0	3	0.04	0.16	0.0848528132979716	0.04	0.16	0.0848528132979716	chr12:9325925-9325975	0.06	0.21630111099771	0.132214634146341	0.253509132185202	TRUE
chr12	11404576	11404626	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_11404576_11404626.maf	50	50	0	3	0.02	0.14	0.0848528185663277	0.02	0.14	0.0848528185663277	chr12:11404576-11404626	0.06	0.216301124951231	0.132214634146341	0.253509144090739	TRUE
chr12	11852320	11852370	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_11852320_11852370.maf	50	50	0	3	0.02	0.18	0.113137094934008	0.02	0.18	0.113137094934008	chr12:11852320-11852370	0.06	0.291213536297422	0.132214634146341	0.319821877308762	TRUE
chr12	15180306	15180356	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr12/chr12_50_acc_15180306_15180356.maf	50	50	0	3	0.02	0.12	0.0707106751141316	0.02	0.12	0.0707106751141316	chr12:15180306-15180356	0.06	0.178844905324614	0.132214634146341	0.222410003468866	TRUE
chr13	10789823	10789873	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr13/chr13_50_acc_10789823_10789873.maf	50	50	0	3	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr13:10789823-10789873	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr13	15101649	15101699	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr13/chr13_50_acc_15101649_15101699.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr13:15101649-15101699	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr14	4575248	4575298	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr14/chr14_50_acc_4575248_4575298.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr14:4575248-4575298	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr14	5529054	5529104	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr14/chr14_50_acc_5529054_5529104.maf	50	50	0	3	0.04	0.14	0.0707106803824877	0.04	0.14	0.0707106803824877	chr14:5529054-5529104	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr14	10371481	10371531	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr14/chr14_50_acc_10371481_10371531.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr14:10371481-10371531	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr15	10137721	10137771	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr15/chr15_50_acc_10137721_10137771.maf	50	50	0	3	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr15:10137721-10137771	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr17	8132938	8132988	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr17/chr17_50_acc_8132938_8132988.maf	50	50	0	3	0.02	0.16	0.0989949514818116	0.02	0.16	0.0989949514818116	chr17:8132938-8132988	0.06	0.253757316670805	0.132214634146341	0.286135431651549	TRUE
chr17	10104134	10104184	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr17/chr17_50_acc_10104134_10104184.maf	50	50	0	3	0.02	0.14	0.0848528185663277	0.02	0.14	0.0848528185663277	chr17:10104134-10104184	0.06	0.216301124951231	0.132214634146341	0.253509144090739	TRUE
chr18	7140897	7140947	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr18/chr18_50_acc_7140897_7140947.maf	50	50	0	3	0.02	0.06	0.0282842710993239	0.02	0.06	0.0282842710993239	chr18:7140897-7140947	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr18	7630039	7630089	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr18/chr18_50_acc_7630039_7630089.maf	50	50	0	3	0.06	0.08	0.0141421355496619	0.06	0.08	0.0141421355496619	chr18:7630039-7630089	0.06	0.0290201175160363	0.132214634146341	0.135362020903559	TRUE
chr19	5345510	5345560	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr19/chr19_50_acc_5345510_5345560.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr19:5345510-5345560	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr19	7433786	7433836	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr19/chr19_50_acc_7433786_7433836.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr19:7433786-7433836	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	2110535	2110585	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_2110535_2110585.maf	50	50	0	3	0.06	0.1	0.0282842737335019	0.06	0.1	0.0282842737335019	chr2:2110535-2110585	0.06	0.0664763231891318	0.132214634146341	0.147985847388177	TRUE
chr2	2551910	2551960	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_2551910_2551960.maf	50	50	0	3	0.04	0.14	0.0707106803824877	0.04	0.14	0.0707106803824877	chr2:2551910-2551960	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	8760533	8760583	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_8760533_8760583.maf	50	50	0	3	0.06	0.12	0.0424264066489858	0.06	0.12	0.0424264066489858	chr2:8760533-8760583	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr2	13386512	13386562	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_13386512_13386562.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr2:13386512-13386562	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	14395748	14395798	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_14395748_14395798.maf	50	50	0	3	0.02	0.14	0.0848528185663277	0.02	0.14	0.0848528185663277	chr2:14395748-14395798	0.06	0.216301124951231	0.132214634146341	0.253509144090739	TRUE
chr2	23591620	23591670	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_23591620_23591670.maf	50	50	0	3	0	0.16	0.113137084397295	0	0.16	0.113137084397295	chr2:23591620-23591670	0.06	0.291213508390379	0.132214634146341	0.319821851898028	TRUE
chr2	28053290	28053340	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_28053290_28053340.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr2:28053290-28053340	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	28502938	28502988	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_28502938_28502988.maf	50	50	0	3	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr2:28502938-28502988	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	32624313	32624338	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/25/chr2/chr2_25_acc_32624313_32624338.maf	25	50	25	3	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr2:32624313-32624338	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	40403848	40403898	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_40403848_40403898.maf	50	50	0	3	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr2:40403848-40403898	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	40797528	40797578	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_40797528_40797578.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr2:40797528-40797578	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	61247486	61247536	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_61247486_61247536.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr2:61247486-61247536	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	64652480	64652530	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_64652480_64652530.maf	50	50	0	3	0.02	0.12	0.0707106751141316	0.02	0.12	0.0707106751141316	chr2:64652480-64652530	0.06	0.178844905324614	0.132214634146341	0.222410003468866	TRUE
chr2	64671361	64671411	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_64671361_64671411.maf	50	50	0	3	0.08	0.12	0.0282842710993239	0.08	0.12	0.0282842710993239	chr2:64671361-64671411	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr2	67796773	67796823	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_67796773_67796823.maf	50	50	0	3	0.04	0.14	0.0707106803824877	0.04	0.14	0.0707106803824877	chr2:67796773-67796823	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	76224217	76224267	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_76224217_76224267.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr2:76224217-76224267	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	89979412	89979462	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_89979412_89979462.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr2:89979412-89979462	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	102101434	102101484	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_102101434_102101484.maf	50	50	0	3	0.06	0.14	0.0565685421986477	0.06	0.14	0.0565685421986477	chr2:102101434-102101484	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	107631015	107631065	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_107631015_107631065.maf	50	50	0	3	0.02	0.1	0.0565685421986477	0.02	0.1	0.0565685421986477	chr2:107631015-107631065	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	109475033	109475083	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_109475033_109475083.maf	50	50	0	3	0	0.08	0.0565685421986477	0	0.08	0.0565685421986477	chr2:109475033-109475083	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	113852233	113852283	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_113852233_113852283.maf	50	50	0	3	0	0.06	0.0424264066489858	0	0.06	0.0424264066489858	chr2:113852233-113852283	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
chr2	113852583	113852633	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_113852583_113852633.maf	50	50	0	3	0.04	0.12	0.0565685421986477	0.04	0.12	0.0565685421986477	chr2:113852583-113852633	0.06	0.14138871360504	0.132214634146341	0.193575509342838	TRUE
chr2	123025298	123025348	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_123025298_123025348.maf	50	50	0	3	0	0.1	0.0707106803824877	0	0.1	0.0707106803824877	chr2:123025298-123025348	0.06	0.178844919278136	0.132214634146341	0.222410014689208	TRUE
chr2	135424348	135424398	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_135424348_135424398.maf	50	50	0	3	0.04	0.08	0.0282842710993239	0.04	0.08	0.0282842710993239	chr2:135424348-135424398	0.06	0.0664763162123709	0.132214634146341	0.147985844254165	TRUE
chr2	136661148	136661198	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_136661148_136661198.maf	50	50	0	3	0.08	0.1	0.01414213818384	0.08	0.1	0.01414213818384	chr2:136661148-136661198	0.06	0.0290201244927971	0.132214634146341	0.135362022399299	TRUE
chr2	136875310	136875360	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_136875310_136875360.maf	50	50	0	3	0.04	0.16	0.0848528132979716	0.04	0.16	0.0848528132979716	chr2:136875310-136875360	0.06	0.21630111099771	0.132214634146341	0.253509132185202	TRUE
chr2	145732598	145732648	/home/rstudio/disco_tmp/data/scoring/acc_maf_ingroup/50/chr2/chr2_50_acc_145732598_145732648.maf	50	50	0	3	0.04	0.1	0.0424264092831639	0.04	0.1	0.0424264092831639	chr2:145732598-145732648	0.06	0.103932521885466	0.132214634146341	0.168174547978949	TRUE
chr20	5087665	5087715	/paula/2019/aves/data/scoring/acc_maf_ingroup/50/chr20/chr20_50_acc_5087665_5087715.maf	50	50	0	3	0.02	0.08	0.0424264066489858	0.02	0.08	0.0424264066489858	chr20:5087665-5087715	0.06	0.103932514908706	0.132214634146341	0.168174543667284	TRUE
